	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_01.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_02.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_03.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_08.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_09.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d	121_F_P_sh_R_D_A_10.c3d
45	0.409664	0.472110	0.405401	0.441367	0.124535	0.446724	0.298140	0.082823	0.201278	0.377599	0.273191	0.227247	0.298706	0.276679	0.471444	0.216746	0.535640	0.097741	0.565839	0.244345	0.368117	0.439381	0.472790	0.274395	0.651154	0.449673	0.649476	0.266950	0.108547	0.238077	0.187706	0.065117	0.230738	0.285358	0.630780	0.239860	0.455626	0.316786	0.389535	0.525371	0.578235	0.375026	0.647224	0.274473	0.320896	0.422136	0.119418	0.074958
46	0.454430	0.437026	0.395232	0.352327	0.137949	0.410604	0.333311	0.095034	0.230462	0.377683	0.348935	0.216537	0.288921	0.280921	0.497568	0.221014	0.573221	0.099896	0.576546	0.242136	0.363785	0.473370	0.472260	0.276469	0.655670	0.444275	0.655044	0.268980	0.099545	0.212709	0.185203	0.064894	0.226911	0.293271	0.635968	0.239988	0.450873	0.303600	0.242124	0.428147	0.550911	0.433636	0.726936	0.277779	0.342176	0.504650	0.124923	0.076045
47	0.533545	0.427568	0.382028	0.294496	0.146545	0.389509	0.359847	0.092758	0.236104	0.369256	0.363286	0.218975	0.286829	0.278635	0.511743	0.231255	0.542255	0.082128	0.591298	0.224591	0.363134	0.495602	0.472320	0.277355	0.655693	0.418914	0.658389	0.268237	0.107663	0.211752	0.140439	0.049049	0.217160	0.310840	0.636024	0.240467	0.300096	0.328832	0.246068	0.311676	0.510547	0.432681	0.739889	0.274020	0.377406	0.526623	0.125473	0.077075
48	0.544118	0.392950	0.385042	0.271920	0.172016	0.337493	0.351851	0.090416	0.232270	0.364589	0.348897	0.244749	0.286041	0.277404	0.498457	0.233027	0.542142	0.065305	0.561710	0.175387	0.369540	0.499859	0.470527	0.283265	0.663005	0.393726	0.655721	0.272231	0.116403	0.153099	0.155112	0.035163	0.160669	0.288707	0.635860	0.238492	0.240183	0.311810	0.247103	0.234629	0.490914	0.436073	0.737290	0.275248	0.385897	0.535582	0.124759	0.076732
49	0.540297	0.302599	0.379554	0.260376	0.185038	0.381175	0.352811	0.088278	0.220306	0.350915	0.358735	0.265684	0.274686	0.270157	0.489059	0.230050	0.465868	0.065888	0.473708	0.168630	0.379120	0.486296	0.470096	0.288251	0.662863	0.405956	0.624025	0.251905	0.121204	0.148034	0.163999	0.043147	0.180975	0.240192	0.612793	0.206612	0.264665	0.306846	0.247306	0.208463	0.510840	0.437753	0.719733	0.282493	0.386065	0.542412	0.124589	0.070606
50	0.537162	0.269307	0.349941	0.259612	0.183638	0.392518	0.368387	0.100160	0.222651	0.349684	0.408508	0.269534	0.259478	0.239122	0.513346	0.228355	0.408098	0.085215	0.477255	0.148588	0.384944	0.470823	0.479752	0.293365	0.674232	0.384343	0.551483	0.232677	0.122228	0.170144	0.168336	0.050271	0.186035	0.220175	0.437350	0.188064	0.261176	0.336068	0.301798	0.195215	0.524652	0.440616	0.666686	0.259455	0.389258	0.542435	0.125219	0.060113
51	0.543476	0.216927	0.342117	0.248991	0.187943	0.463922	0.392566	0.104954	0.222258	0.347838	0.424527	0.263803	0.236230	0.224614	0.516550	0.227846	0.317760	0.095898	0.457081	0.140638	0.388172	0.485017	0.512685	0.294944	0.684693	0.406334	0.542894	0.230293	0.128342	0.182900	0.180828	0.053799	0.192913	0.191868	0.429005	0.189644	0.263397	0.320310	0.299741	0.155572	0.510951	0.458187	0.652941	0.220538	0.393440	0.536141	0.124750	0.059873
52	0.574276	0.224227	0.339717	0.228137	0.251103	0.468632	0.362688	0.127117	0.225689	0.328859	0.433297	0.265739	0.238930	0.231366	0.493199	0.226227	0.295689	0.095932	0.436434	0.106024	0.389000	0.500621	0.544439	0.290885	0.640161	0.442101	0.494391	0.227781	0.141189	0.212791	0.180604	0.054167	0.233868	0.178922	0.427575	0.206213	0.268356	0.321135	0.341879	0.104908	0.509620	0.477384	0.573197	0.218421	0.394072	0.533802	0.124074	0.057444
53	0.571508	0.250468	0.346750	0.213387	0.315607	0.468313	0.337475	0.132947	0.301738	0.272364	0.447546	0.282380	0.235122	0.230708	0.496973	0.213100	0.243019	0.191273	0.457931	0.101176	0.389091	0.515365	0.555157	0.286228	0.642934	0.451218	0.489139	0.206096	0.182538	0.235654	0.182203	0.055087	0.257131	0.186514	0.370917	0.221953	0.307160	0.319477	0.318089	0.084880	0.509556	0.483168	0.554079	0.217007	0.393929	0.533116	0.121818	0.051745
54	0.551967	0.254554	0.351730	0.213276	0.318876	0.471813	0.337225	0.135499	0.364530	0.163548	0.438835	0.319857	0.216425	0.211421	0.492971	0.195145	0.142459	0.224864	0.442128	0.104936	0.389620	0.518165	0.558978	0.282973	0.618540	0.442377	0.669273	0.163170	0.228333	0.238863	0.181827	0.055015	0.250352	0.200532	0.312920	0.198793	0.328710	0.304744	0.322778	0.161214	0.549030	0.469026	0.547683	0.202003	0.390320	0.533630	0.121697	0.046944
55	0.550397	0.260105	0.404265	0.205145	0.322219	0.480084	0.336565	0.135567	0.369022	0.157992	0.440780	0.325242	0.197660	0.195396	0.471224	0.194391	0.122033	0.223422	0.454111	0.094359	0.391019	0.513617	0.557093	0.282882	0.521559	0.447365	0.660814	0.151405	0.234202	0.280772	0.189638	0.067871	0.262230	0.202525	0.354165	0.208710	0.326990	0.291608	0.344605	0.164389	0.565277	0.408846	0.482533	0.161465	0.384204	0.529079	0.120190	0.043009
56	0.551209	0.263706	0.486305	0.221384	0.324489	0.522324	0.337411	0.135802	0.361871	0.108772	0.442955	0.299078	0.191394	0.178700	0.433552	0.165221	0.108079	0.223395	0.453633	0.090319	0.400493	0.514149	0.554125	0.282880	0.380064	0.461985	0.631146	0.152565	0.233119	0.298637	0.182292	0.099563	0.271501	0.195812	0.380743	0.228012	0.310537	0.287662	0.345429	0.180362	0.566096	0.506875	0.461092	0.158344	0.377798	0.524515	0.111825	0.039307
57	0.551421	0.264227	0.482702	0.235044	0.325978	0.584549	0.329355	0.134095	0.366527	0.146951	0.397710	0.289677	0.195291	0.153719	0.372117	0.133706	0.121045	0.227149	0.450830	0.077807	0.415248	0.514524	0.552757	0.281648	0.378087	0.481776	0.672549	0.149155	0.233793	0.309740	0.187591	0.103085	0.272015	0.163282	0.395030	0.241061	0.287902	0.272090	0.351205	0.179975	0.566065	0.502895	0.349418	0.161360	0.378595	0.500870	0.106833	0.037995
58	0.588014	0.264622	0.468833	0.228109	0.322924	0.699495	0.331621	0.132822	0.355375	0.193093	0.344687	0.292194	0.204779	0.159796	0.334144	0.131097	0.151919	0.230096	0.384791	0.070941	0.429419	0.513666	0.546723	0.279440	0.377022	0.478675	0.682758	0.162409	0.232328	0.311443	0.243666	0.104079	0.270514	0.156074	0.411759	0.244222	0.289806	0.225234	0.357719	0.182733	0.526896	0.511975	0.201220	0.169606	0.370653	0.484118	0.117659	0.052031
59	0.640992	0.268156	0.472562	0.217307	0.315638	0.701061	0.328822	0.123375	0.363998	0.200953	0.337478	0.285278	0.211761	0.165435	0.299196	0.119943	0.182301	0.228230	0.337812	0.088182	0.437909	0.513495	0.525397	0.278894	0.370836	0.512768	0.686622	0.175848	0.232383	0.310447	0.257772	0.108955	0.263150	0.158444	0.412998	0.243312	0.264933	0.191297	0.358701	0.200976	0.477109	0.517478	0.176537	0.163630	0.340526	0.463128	0.138348	0.068668
60	0.632974	0.278360	0.478381	0.223297	0.306343	0.701596	0.289467	0.123053	0.368344	0.198469	0.370044	0.256453	0.228310	0.216661	0.293635	0.098585	0.186175	0.225081	0.241190	0.106939	0.446636	0.511645	0.513312	0.277388	0.373548	0.522619	0.708955	0.193123	0.232331	0.310005	0.265152	0.113032	0.254689	0.172637	0.410912	0.243708	0.280670	0.171465	0.348365	0.202664	0.475046	0.522255	0.195836	0.158547	0.296185	0.456671	0.143352	0.072197
61	0.606927	0.287042	0.482112	0.253791	0.300471	0.691212	0.292112	0.120460	0.372969	0.196391	0.374825	0.235718	0.244640	0.236291	0.296102	0.161132	0.190638	0.126239	0.309934	0.111093	0.449459	0.502214	0.521635	0.276505	0.383438	0.529476	0.829158	0.194889	0.243587	0.311755	0.294654	0.120689	0.251280	0.189656	0.406729	0.246519	0.278248	0.089664	0.348309	0.223944	0.423000	0.522423	0.213483	0.169587	0.275014	0.452641	0.187812	0.072703
62	0.536276	0.284408	0.496077	0.268397	0.296281	0.644367	0.289075	0.135088	0.372459	0.196195	0.339302	0.233179	0.221550	0.255211	0.395208	0.192772	0.189974	0.209762	0.321800	0.104114	0.449373	0.499306	0.525724	0.273943	0.373488	0.514295	0.828329	0.195579	0.258541	0.311926	0.321932	0.122470	0.223578	0.192903	0.443652	0.241659	0.283576	0.107197	0.389468	0.239766	0.387113	0.517290	0.232732	0.190494	0.265090	0.426856	0.206669	0.076443
63	0.495925	0.283334	0.496275	0.270021	0.299856	0.617251	0.271296	0.133444	0.376465	0.195841	0.361720	0.235345	0.203052	0.283996	0.387742	0.200493	0.190886	0.223154	0.621147	0.115650	0.448010	0.501836	0.504548	0.270894	0.590767	0.445697	0.913334	0.203189	0.264941	0.333537	0.328492	0.118238	0.193346	0.192895	0.459822	0.216557	0.271124	0.113834	0.378045	0.240239	0.315743	0.500257	0.250928	0.189585	0.267981	0.409086	0.201027	0.081224
64	0.534159	0.280960	0.494892	0.268645	0.300484	0.567672	0.230579	0.130287	0.364838	0.198537	0.344034	0.232896	0.207050	0.318727	0.411942	0.229235	0.219188	0.258949	0.639717	0.140238	0.456209	0.509327	0.477515	0.270254	0.735943	0.372481	0.991954	0.246407	0.267656	0.335701	0.322866	0.116950	0.193384	0.177233	0.502962	0.172007	0.235337	0.115138	0.376626	0.225398	0.365694	0.494849	0.346516	0.191836	0.245465	0.291904	0.195269	0.082117
65	0.573095	0.265855	0.504905	0.268791	0.255505	0.572095	0.235128	0.109121	0.281627	0.198088	0.328859	0.203020	0.210741	0.338379	0.482747	0.262168	0.319469	0.266081	0.663107	0.171127	0.484356	0.512849	0.457625	0.270136	0.751397	0.372208	0.930140	0.254189	0.260525	0.320611	0.319907	0.116232	0.190568	0.147355	0.503038	0.167641	0.231129	0.119108	0.351601	0.194838	0.367500	0.499276	0.372237	0.192938	0.183756	0.219994	0.193157	0.081670
66	0.595308	0.258100	0.526536	0.268563	0.159796	0.586701	0.230702	0.100648	0.236324	0.197570	0.328742	0.145480	0.225796	0.346838	0.515325	0.282923	0.306494	0.261964	0.671625	0.183922	0.509102	0.517491	0.447068	0.266516	0.811233	0.368154	0.849710	0.259046	0.248984	0.300308	0.317082	0.115921	0.171673	0.140025	0.435203	0.138139	0.231168	0.121352	0.340940	0.189900	0.326215	0.488275	0.386788	0.195721	0.145279	0.204293	0.200239	0.081869
67	0.576634	0.226862	0.552764	0.271207	0.154636	0.584050	0.218639	0.096724	0.233067	0.197470	0.315117	0.135068	0.226123	0.377593	0.523863	0.288599	0.333307	0.276735	0.686426	0.221989	0.513858	0.521614	0.444429	0.240383	0.986331	0.347679	0.857759	0.257721	0.206477	0.291738	0.315946	0.115483	0.159397	0.148339	0.426365	0.099426	0.230154	0.122499	0.339737	0.187158	0.395179	0.430674	0.413327	0.201846	0.166239	0.199073	0.207378	0.081692
68	0.533736	0.181368	0.570754	0.272691	0.165177	0.575820	0.215874	0.097416	0.224605	0.187648	0.318905	0.131331	0.223792	0.403504	0.525676	0.288085	0.382981	0.288633	0.681742	0.228755	0.512138	0.519047	0.444463	0.143076	0.994988	0.318907	0.821671	0.260366	0.184819	0.265849	0.312384	0.115350	0.176539	0.170289	0.404547	0.078045	0.329323	0.139058	0.330255	0.189294	0.468875	0.286955	0.471575	0.203904	0.163785	0.175639	0.208499	0.081820
69	0.615855	0.167449	0.585132	0.270988	0.158618	0.545541	0.219639	0.105044	0.238188	0.148070	0.325514	0.133694	0.235376	0.405380	0.526703	0.289661	0.429960	0.299455	0.676774	0.234810	0.511791	0.511443	0.443666	0.135391	0.998084	0.314930	0.818066	0.254830	0.199423	0.236876	0.312379	0.092152	0.183229	0.173158	0.394942	0.074290	0.348786	0.155975	0.357433	0.175862	0.473087	0.250283	0.514189	0.177696	0.154591	0.172487	0.211708	0.085161
70	0.701011	0.162788	0.571662	0.274643	0.155644	0.473161	0.235497	0.105061	0.288849	0.100575	0.333652	0.128745	0.246696	0.404580	0.527173	0.292280	0.441416	0.254457	0.614238	0.237297	0.508038	0.494359	0.439749	0.131745	0.998274	0.268660	0.815279	0.252314	0.223657	0.216083	0.311686	0.079448	0.185317	0.211488	0.394513	0.073995	0.329408	0.167140	0.392663	0.162098	0.490739	0.210249	0.507300	0.169061	0.156647	0.173075	0.258137	0.106837
71	0.732024	0.152531	0.488842	0.269311	0.165085	0.244721	0.240044	0.111656	0.319524	0.099172	0.355442	0.138629	0.255219	0.398171	0.525529	0.293453	0.439389	0.244869	0.380499	0.238152	0.504210	0.462992	0.435769	0.130279	1.001077	0.207560	0.805840	0.229764	0.227328	0.209466	0.280808	0.079334	0.192285	0.200313	0.389683	0.066265	0.364129	0.175705	0.426145	0.172557	0.508697	0.189986	0.501077	0.166596	0.171615	0.172840	0.307325	0.113472
72	0.747965	0.155350	0.433921	0.248061	0.200732	0.229446	0.196200	0.126469	0.354009	0.159032	0.395036	0.155602	0.254160	0.374788	0.522936	0.291755	0.418120	0.214840	0.374872	0.234080	0.503800	0.415618	0.434133	0.123421	1.019308	0.150579	0.680704	0.222676	0.259744	0.209486	0.246266	0.073744	0.204511	0.195304	0.337560	0.057012	0.418328	0.170345	0.469397	0.185653	0.519909	0.184447	0.496539	0.162060	0.170078	0.172237	0.313212	0.113763
73	0.747271	0.159812	0.430400	0.253174	0.205667	0.227233	0.311971	0.125555	0.429476	0.218507	0.427876	0.153257	0.235057	0.357226	0.524191	0.273573	0.392335	0.223454	0.362025	0.223537	0.506024	0.381464	0.433633	0.120913	1.037656	0.141287	0.652879	0.232710	0.264970	0.210596	0.247733	0.077219	0.214629	0.195930	0.288557	0.048235	0.460797	0.146175	0.434518	0.183228	0.566223	0.182980	0.482843	0.135759	0.168189	0.166610	0.344389	0.118444
74	0.691814	0.161465	0.420225	0.264950	0.198323	0.227148	0.446741	0.123233	0.428522	0.220614	0.454881	0.169630	0.300106	0.355030	0.493648	0.229662	0.415927	0.211239	0.353769	0.208714	0.503636	0.373079	0.433061	0.104810	0.963430	0.143217	0.571938	0.234435	0.270729	0.214897	0.264734	0.092050	0.233550	0.222570	0.220362	0.072876	0.467567	0.142845	0.512624	0.196052	0.684466	0.170777	0.482772	0.183415	0.167673	0.154909	0.415938	0.120439
75	0.694808	0.151278	0.464373	0.304719	0.200883	0.224307	0.454586	0.105097	0.426921	0.281076	0.480706	0.187941	0.411366	0.321595	0.411215	0.224247	0.376425	0.204737	0.381193	0.166996	0.497180	0.372958	0.431780	0.086622	0.870447	0.141934	0.374841	0.205680	0.256839	0.217077	0.249114	0.089907	0.231285	0.253603	0.144889	0.086191	0.464023	0.152987	0.625392	0.217869	0.713279	0.142093	0.471425	0.271835	0.165515	0.138762	0.445657	0.121639
76	0.704326	0.127988	0.548648	0.313722	0.199546	0.226049	0.462686	0.094811	0.453075	0.313677	0.493618	0.194664	0.412187	0.306748	0.399680	0.205878	0.374234	0.189100	0.510529	0.152406	0.493019	0.363051	0.424152	0.067816	0.854972	0.139495	0.306904	0.229624	0.245281	0.204491	0.227772	0.094194	0.267527	0.250780	0.150934	0.082481	0.563347	0.162316	0.638812	0.240215	0.693552	0.102290	0.444489	0.277646	0.160703	0.137160	0.444871	0.123513
77	0.711160	0.114051	0.547844	0.294378	0.199318	0.240524	0.465737	0.095835	0.455170	0.392128	0.496775	0.213767	0.416625	0.259362	0.303577	0.163206	0.323942	0.196315	0.546195	0.151619	0.490719	0.321211	0.388846	0.047750	0.823700	0.137955	0.417218	0.314758	0.246217	0.148709	0.250576	0.111823	0.299509	0.248172	0.175906	0.081809	0.660641	0.181913	0.640235	0.248955	0.798572	0.075246	0.440952	0.288021	0.160820	0.140260	0.450526	0.122670
78	0.725922	0.111605	0.544825	0.286456	0.196644	0.282494	0.462323	0.097378	0.482873	0.422024	0.512001	0.216040	0.407928	0.246624	0.190285	0.111959	0.383942	0.200985	0.563167	0.161195	0.489958	0.288011	0.317451	0.036329	0.562888	0.137770	0.545850	0.351216	0.263343	0.149630	0.274511	0.126270	0.299126	0.239687	0.246023	0.082883	0.642875	0.193645	0.644260	0.247228	0.812388	0.085032	0.417867	0.327084	0.160128	0.140815	0.457251	0.126786
79	0.754774	0.112521	0.543623	0.312425	0.228922	0.292856	0.462897	0.097447	0.535191	0.455832	0.519146	0.216056	0.409383	0.184894	0.140108	0.069744	0.429083	0.192488	0.594938	0.139422	0.490231	0.270522	0.271699	0.035163	0.509121	0.134618	0.550064	0.368917	0.301693	0.166675	0.279735	0.133775	0.303339	0.232525	0.295916	0.111421	0.606966	0.187023	0.638492	0.249938	0.807722	0.098747	0.376393	0.355962	0.158479	0.161158	0.444655	0.128143
80	0.834915	0.116139	0.581987	0.334731	0.260996	0.314377	0.461669	0.097614	0.528316	0.456895	0.526401	0.215076	0.410568	0.127891	0.185966	0.063815	0.421857	0.272880	0.642016	0.174090	0.490198	0.249179	0.260109	0.031667	0.502834	0.138418	0.559973	0.462503	0.300393	0.188714	0.279747	0.139296	0.303996	0.231616	0.297293	0.117458	0.605477	0.177635	0.628547	0.256104	0.823335	0.102909	0.301614	0.361484	0.158167	0.202289	0.430997	0.127129
81	0.978668	0.116497	0.618653	0.339979	0.252408	0.330532	0.461242	0.093411	0.512116	0.472519	0.525673	0.221878	0.408174	0.092490	0.212873	0.061965	0.386747	0.397120	0.681827	0.165136	0.488261	0.244204	0.260481	0.028758	0.499299	0.157267	0.570354	0.544469	0.299853	0.178678	0.279799	0.139140	0.308692	0.207530	0.297337	0.118245	0.597464	0.182895	0.590100	0.260195	0.821931	0.101942	0.397553	0.366652	0.152801	0.216719	0.431652	0.127179
82	1.034404	0.115253	0.600142	0.343655	0.254174	0.403340	0.461002	0.080655	0.484838	0.477546	0.531672	0.249703	0.396807	0.122471	0.217183	0.052266	0.402391	0.411359	0.688515	0.161600	0.482264	0.243880	0.254644	0.025120	0.493143	0.145462	0.571988	0.579251	0.295647	0.182844	0.279494	0.139031	0.299573	0.205393	0.320876	0.124494	0.566779	0.304379	0.574580	0.238654	0.813475	0.097636	0.452845	0.379852	0.150408	0.226260	0.437125	0.128739
83	1.035667	0.112593	0.582758	0.347581	0.254614	0.405752	0.455614	0.080838	0.471407	0.475089	0.509298	0.248276	0.379214	0.124775	0.258421	0.055605	0.440021	0.415515	0.641190	0.159085	0.467101	0.242513	0.243253	0.025251	0.472698	0.171541	0.580717	0.581170	0.276622	0.182558	0.278476	0.138280	0.298042	0.202320	0.335870	0.127579	0.527040	0.345563	0.536234	0.217861	0.806066	0.094618	0.507175	0.381283	0.149953	0.232571	0.441019	0.130806
84	1.008816	0.122385	0.600421	0.347609	0.250162	0.414002	0.452191	0.078720	0.424590	0.452322	0.428805	0.242500	0.376528	0.130695	0.305346	0.061853	0.424362	0.427017	0.522952	0.163473	0.444158	0.243072	0.234830	0.024013	0.414991	0.181374	0.595355	0.578195	0.274445	0.201312	0.278413	0.138465	0.280590	0.196178	0.340258	0.124720	0.499716	0.371517	0.526372	0.218869	0.801204	0.094205	0.610051	0.379495	0.146450	0.226773	0.444746	0.130279
85	0.975480	0.126670	0.627409	0.363547	0.224742	0.418529	0.489912	0.071200	0.381501	0.438088	0.408931	0.234716	0.378121	0.167797	0.310456	0.070864	0.555631	0.463238	0.473847	0.154339	0.424377	0.244937	0.222545	0.053752	0.388350	0.180649	0.601843	0.581881	0.257161	0.217767	0.277325	0.139085	0.256598	0.124182	0.335676	0.104885	0.497926	0.481337	0.394065	0.199910	0.736976	0.094393	0.662951	0.382982	0.131272	0.214791	0.448353	0.130230
86	1.088679	0.124679	0.633120	0.364385	0.219144	0.418618	0.453361	0.079802	0.382802	0.435328	0.360162	0.219930	0.364578	0.187576	0.307257	0.091842	0.501067	0.471823	0.456980	0.158525	0.409246	0.243895	0.207666	0.090226	0.329483	0.180446	0.603947	0.586180	0.236995	0.257309	0.276637	0.138780	0.285103	0.120245	0.320779	0.100221	0.479113	0.558800	0.277766	0.173209	0.658654	0.094809	0.659647	0.330180	0.108996	0.217294	0.453550	0.130120
87	1.245302	0.120505	0.686389	0.366972	0.216001	0.418386	0.303732	0.080653	0.379800	0.434709	0.327139	0.211524	0.231758	0.195419	0.305299	0.098501	0.483949	0.472755	0.383733	0.161642	0.403302	0.237199	0.224887	0.099961	0.281996	0.189604	0.603751	0.574066	0.241120	0.260478	0.254831	0.131540	0.326578	0.134466	0.320610	0.100414	0.276135	0.597063	0.283568	0.134669	0.658818	0.094555	0.628131	0.299517	0.105532	0.225459	0.453654	0.130160
88	1.339245	0.114743	0.736297	0.375965	0.206269	0.419806	0.281030	0.081577	0.350111	0.459139	0.323360	0.205869	0.150553	0.223937	0.308268	0.099493	0.482355	0.394137	0.295183	0.133797	0.403554	0.224900	0.242017	0.100334	0.285785	0.205210	0.555905	0.532140	0.231807	0.255539	0.197494	0.126170	0.399472	0.155579	0.287466	0.100959	0.134949	0.614569	0.285481	0.128007	0.579174	0.100804	0.628343	0.299609	0.096475	0.229945	0.443361	0.117387
89	1.353552	0.108494	0.795564	0.377241	0.200122	0.421270	0.268840	0.081925	0.351946	0.443291	0.326468	0.192974	0.143056	0.228283	0.338758	0.099577	0.471170	0.322950	0.217172	0.149788	0.401370	0.216639	0.264492	0.102694	0.307852	0.207371	0.361176	0.505065	0.226262	0.252391	0.187800	0.125710	0.395579	0.185246	0.221492	0.100018	0.129844	0.612472	0.281405	0.126644	0.442840	0.101814	0.628738	0.265153	0.058052	0.230680	0.409110	0.104536
90	1.355995	0.101613	0.815947	0.350859	0.198031	0.419351	0.257740	0.087887	0.286756	0.441262	0.400082	0.196856	0.127668	0.226784	0.368784	0.099540	0.428833	0.307308	0.532457	0.158540	0.375527	0.200871	0.270719	0.110175	0.309188	0.208335	0.322954	0.514458	0.223088	0.247683	0.173525	0.118103	0.396187	0.203801	0.277881	0.122651	0.116105	0.615343	0.277853	0.113978	0.412261	0.084289	0.628335	0.213812	0.046320	0.231595	0.403499	0.104289
91	1.351390	0.111134	0.771078	0.306478	0.198620	0.381786	0.255116	0.099769	0.217433	0.482005	0.427932	0.219106	0.120133	0.235159	0.372989	0.099530	0.399112	0.317680	0.654546	0.184307	0.311706	0.188069	0.269736	0.116515	0.362524	0.205853	0.305351	0.504074	0.217557	0.264229	0.134638	0.102801	0.430491	0.260849	0.440874	0.139353	0.118973	0.620699	0.272417	0.101047	0.308330	0.078599	0.624156	0.179220	0.051061	0.232431	0.397427	0.100189
92	1.351864	0.139169	0.755771	0.299873	0.169709	0.360821	0.255398	0.105756	0.218615	0.519290	0.435161	0.272697	0.106573	0.235171	0.364416	0.099692	0.368382	0.283393	0.799838	0.187113	0.234551	0.181277	0.273347	0.120919	0.390368	0.193038	0.366403	0.408630	0.149707	0.325027	0.102901	0.091913	0.533598	0.257353	0.482012	0.142754	0.142048	0.604995	0.266836	0.096572	0.282616	0.079414	0.606046	0.176699	0.052798	0.248288	0.339087	0.096008
93	1.352441	0.164773	0.756136	0.305775	0.093702	0.351048	0.266185	0.106143	0.219452	0.518857	0.503575	0.262730	0.103572	0.236659	0.328258	0.099329	0.188497	0.272437	0.838816	0.194711	0.171678	0.162690	0.284569	0.124888	0.387855	0.190198	0.378432	0.358421	0.133299	0.317706	0.101031	0.080922	0.648678	0.266950	0.532877	0.142451	0.132074	0.569406	0.252290	0.094708	0.263851	0.082758	0.511042	0.143758	0.052978	0.340752	0.273119	0.095276
94	1.339325	0.179814	0.756413	0.290639	0.094603	0.340640	0.271780	0.106855	0.235172	0.525903	0.526935	0.247127	0.098881	0.236708	0.333102	0.097601	0.219819	0.263945	0.847981	0.190578	0.154706	0.158625	0.294196	0.128795	0.406747	0.166930	0.372576	0.390884	0.133834	0.316389	0.100006	0.077720	0.694648	0.282797	0.595820	0.142114	0.121321	0.560454	0.263069	0.095301	0.278770	0.089403	0.494616	0.125140	0.063779	0.409085	0.273845	0.091666
95	1.290949	0.179987	0.736845	0.259145	0.093547	0.256670	0.269640	0.106562	0.241096	0.531852	0.559197	0.244413	0.088505	0.220970	0.325543	0.095138	0.299045	0.253872	0.847571	0.194886	0.155688	0.181830	0.297029	0.133862	0.436716	0.135305	0.371890	0.437745	0.131302	0.317358	0.101031	0.076807	0.699413	0.291682	0.632151	0.145773	0.116962	0.511548	0.249357	0.087390	0.319972	0.094479	0.400545	0.142685	0.097157	0.407996	0.266208	0.083069
96	1.183904	0.179512	0.685850	0.250334	0.090939	0.256135	0.269621	0.106014	0.255515	0.531394	0.590564	0.245294	0.084094	0.220258	0.291858	0.082332	0.300730	0.243898	0.859399	0.198370	0.150295	0.197014	0.297043	0.140700	0.445410	0.122439	0.371357	0.447366	0.133546	0.320216	0.101659	0.075798	0.711287	0.292737	0.631844	0.148033	0.115933	0.366054	0.311293	0.119495	0.357537	0.094541	0.248525	0.167010	0.123364	0.438751	0.245240	0.068372
97	1.099097	0.177932	0.683938	0.243366	0.097024	0.242496	0.274983	0.102291	0.258993	0.530801	0.602102	0.251611	0.084817	0.227750	0.279897	0.079829	0.313975	0.243715	0.881033	0.209407	0.141031	0.201174	0.298243	0.146635	0.460127	0.122883	0.420661	0.440688	0.128285	0.324418	0.113101	0.075161	0.700452	0.283134	0.633731	0.148837	0.129221	0.343840	0.334079	0.139999	0.340182	0.104807	0.259049	0.166221	0.144208	0.510418	0.244232	0.063192
